,0_ECDF_0,0_ECDF_1,0_ECDF_2,0_ECDF_3,0_ECDF_4,0_ECDF_5,0_ECDF_6,0_ECDF_7,0_ECDF_8,0_ECDF_9,0_ECDF Percentile_0,0_ECDF Percentile_1,0_ECDF Percentile Count_0,0_ECDF Percentile Count_1,0_Histogram_0,0_Histogram_1,0_Histogram_2,0_Histogram_3,0_Histogram_4,0_Histogram_5,0_Histogram_6,0_Histogram_7,0_Histogram_8,0_Histogram_9,0_Interquartile range,0_Kurtosis,0_Max,0_Mean,0_Mean absolute deviation,0_Median,0_Median absolute deviation,0_Min,0_Root mean square,0_Skewness,0_Standard deviation,0_Variance,Class,Anomaly
1149,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.391967539,0.609831522,8,32,0,0,0,0,0,0,9,22,9,0,0.184831642,-0.887472815,0.729416617,0.519823071,0.086770101,0.53440615,0.083222367,0.342065402,0.530761351,0.133485128,0.107198816,0.011491586,0,0
1150,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.391967539,0.609831522,8,32,0,0,0,0,0,0,9,22,9,0,0.184831642,-0.899528061,0.729416617,0.52040797,0.087079965,0.53440615,0.083222367,0.342065402,0.531337474,0.123548629,0.107215001,0.011495057,0,0
1151,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.396557534,0.609831522,8,32,0,0,0,0,0,0,8,23,9,0,0.181101,-0.895255499,0.729416617,0.521818954,0.086709011,0.53440615,0.083222367,0.342065402,0.532573028,0.119539911,0.106484788,0.01133901,0,0
1152,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.396557534,0.625425512,8,32,0,0,0,0,0,0,8,22,10,0,0.192061126,-1.025460699,0.729416617,0.527110046,0.089504008,0.537223567,0.089294303,0.342065402,0.538201704,0.015778357,0.108701762,0.011816073,0,0
1153,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.396557534,0.650043587,8,32,0,0,0,0,0,0,8,20,12,0,0.216129279,-1.129401347,0.729416617,0.532115976,0.093948142,0.537223567,0.115011451,0.342065402,0.544185311,0.039219811,0.113974739,0.012990241,0,0
1154,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.396557534,0.650043587,8,32,0,0,0,0,0,0,8,19,13,0,0.212591583,-1.093367686,0.729416617,0.538262806,0.093083122,0.542764986,0.096061922,0.342065402,0.54998868,-0.080096768,0.112963267,0.0127607,0,0
1155,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.402608646,0.654426448,8,32,0,0,0,0,0,0,7,19,14,0,0.163783418,-1.061036329,0.729416617,0.545786378,0.092722167,0.545969543,0.092857365,0.342065402,0.557321231,-0.158724769,0.112801523,0.012724184,0,0
1156,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.410696723,0.660924405,8,32,0,0,0,0,0,0,6,18,16,0,0.152756239,-1.010716003,0.729416617,0.554781802,0.093880227,0.556691674,0.082135234,0.342065402,0.566082318,-0.279996027,0.112544848,0.012666343,0,0
1157,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.41427457,0.668249554,8,32,0,0,0,0,0,0,6,16,18,0,0.153947387,-0.943711952,0.729416617,0.565391939,0.095957917,0.575524958,0.07924242,0.342065402,0.576810003,-0.392040169,0.114200412,0.013041734,0,0
1158,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.41427457,0.689352499,8,32,0,0,0,0,0,0,6,15,18,1,0.160140749,-0.432197572,0.887423311,0.57449857,0.10216586,0.587678642,0.082698717,0.342065402,0.587834318,-0.088382881,0.124501317,0.015500578,1,20
1159,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.396557534,0.668249554,8,32,0,0,0,0,0,0,8,15,16,1,0.187127181,-0.613888655,0.887423311,0.559564337,0.10827825,0.56834687,0.089669486,0.342065402,0.574550543,0.034611983,0.13036901,0.016996079,1,20
1160,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.384143028,0.655108306,8,32,0,0,0,0,0,0,9,16,14,1,0.239781213,-0.540114612,0.887423311,0.544231687,0.108075073,0.54239089,0.115625465,0.342065402,0.55957038,0.222061801,0.13011872,0.016930881,1,20
1161,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.383064321,0.654426448,8,32,0,0,0,0,0,0,11,16,12,1,0.224194796,-0.514003045,0.887423311,0.531422088,0.110275624,0.532731738,0.122035639,0.342065402,0.547615283,0.397274739,0.13218571,0.017473062,1,20
1162,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.383064321,0.650043587,8,32,0,0,0,0,0,0,12,16,11,1,0.213713604,-0.4184864,0.887423311,0.52336804,0.110991271,0.518131148,0.121797118,0.342065402,0.539869023,0.529468644,0.132455488,0.017544456,1,20
1163,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.383064321,0.650043587,8,32,0,0,0,0,0,0,12,16,11,1,0.21450527,-0.37974888,0.887423311,0.522394872,0.110018102,0.518131148,0.121797118,0.342065402,0.538576349,0.521834847,0.131027028,0.017168082,1,20
1164,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.384143028,0.650043587,8,32,0,0,0,0,0,0,11,17,11,1,0.213413974,-0.359913057,0.887423311,0.528820042,0.107206329,0.532731738,0.120416868,0.342065402,0.544360665,0.430789117,0.129142933,0.016677897,1,20
1165,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.384143028,0.650043587,8,32,0,0,0,0,0,0,11,17,11,1,0.213413974,-0.355147859,0.887423311,0.528897282,0.107129089,0.532731738,0.120416868,0.342065402,0.544396373,0.435571452,0.128977037,0.016635076,1,20
1166,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.384143028,0.650043587,8,32,0,0,0,0,0,0,11,17,11,1,0.213413974,-0.340615241,0.887423311,0.529375098,0.106651273,0.532731738,0.120416868,0.342065402,0.544719726,0.447693811,0.128380628,0.016481586,1,20
1167,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.393086366,0.650043587,8,32,0,0,0,0,0,0,10,18,11,1,0.208763888,-0.23096832,0.887423311,0.533147072,0.102879299,0.532731738,0.117884508,0.353798311,0.547607213,0.477619868,0.125011438,0.01562786,1,20
1168,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.393086366,0.650043587,8,32,0,0,0,0,0,0,10,17,12,1,0.210967338,-0.322105474,0.887423311,0.540839146,0.103300827,0.547949625,0.104626322,0.353798311,0.555023803,0.345496979,0.124677346,0.015544441,1,20
1169,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.393086366,0.650043587,8,32,0,0,0,0,0,0,9,18,12,1,0.202288159,-0.236974168,0.887423311,0.543240973,0.101106355,0.552031522,0.095118294,0.353798311,0.556964497,0.340324408,0.122876748,0.015098695,1,20
1170,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.393086366,0.650043587,8,32,0,0,0,0,0,0,9,18,12,1,0.202288159,-0.270901607,0.887423311,0.543467622,0.102146227,0.552031522,0.095118294,0.353798311,0.557348539,0.31166427,0.123613665,0.015280338,1,20
1171,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.383064321,0.650043587,8,32,0,0,0,0,0,0,10,17,12,1,0.20682917,-0.29663091,0.887423311,0.541735494,0.102600491,0.54606196,0.101087857,0.353798311,0.55592239,0.307483585,0.124789256,0.015572358,1,20
1172,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.383064321,0.644256046,8,32,0,0,0,0,0,0,11,17,11,1,0.21450527,-0.222028571,0.887423311,0.53347089,0.102489531,0.533043331,0.112157457,0.353798311,0.548024996,0.435263541,0.125459978,0.015740206,1,20
1173,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.382591211,0.608813613,8,32,0,0,0,0,0,0,12,18,9,1,0.206183157,0.145943035,0.887423311,0.522110171,0.098983041,0.526919546,0.096528526,0.353798311,0.536225741,0.574202924,0.122225263,0.014939015,1,20
1174,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.381117829,0.608813613,8,32,0,0,0,0,0,0,13,18,8,1,0.205369479,0.14267922,0.887423311,0.514572746,0.101508522,0.520115004,0.112089175,0.321627507,0.529576264,0.603408809,0.125163531,0.015665909,1,20
1175,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.381117829,0.608813613,8,32,0,0,0,0,0,0,13,17,9,1,0.211568373,0.102959843,0.887423311,0.51549196,0.102388963,0.520115004,0.112089175,0.321627507,0.530408481,0.562319438,0.124904749,0.015601196,1,20
1176,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.381117829,0.612998184,8,32,0,0,0,0,0,0,13,17,9,1,0.211568373,0.193983804,0.887423311,0.514397482,0.101342022,0.520115004,0.1070785,0.321627507,0.529013467,0.564873462,0.123492829,0.015250479,1,20
1177,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.381117829,0.594369664,8,32,0,0,0,0,0,0,13,19,7,1,0.188270958,0.862146851,0.887423311,0.505331825,0.094380884,0.508893777,0.100971792,0.321627507,0.518612907,0.70489888,0.116615154,0.013599094,1,20
1178,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.381117829,0.590225569,8,32,0,0,0,0,0,0,13,20,7,0,0.179023324,-1.258626777,0.687323208,0.49414892,0.088122817,0.500585794,0.099129569,0.321627507,0.504279123,0.043738215,0.100569769,0.010114279,1,20
1179,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.383064321,0.590225569,8,32,0,0,0,0,0,0,11,22,7,0,0.178243414,-1.160066913,0.687323208,0.502516901,0.083801946,0.508893777,0.087214267,0.321627507,0.511818661,-0.068754569,0.097134476,0.009435106,0,0
1180,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.386834711,0.606732953,8,32,0,0,0,0,0,0,10,21,9,0,0.185839518,-1.038807355,0.704109647,0.516259347,0.086090632,0.536846555,0.067212939,0.321627507,0.526104499,-0.143813523,0.101302664,0.01026223,0,0
1181,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.396110526,0.626431459,8,32,0,0,0,0,0,0,8,21,11,0,0.13213507,-0.89895117,0.704109647,0.528723884,0.083867088,0.548135867,0.068555178,0.321627507,0.538113746,-0.330537939,0.100087251,0.010017458,0,0
1182,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.386834711,0.626431459,8,32,0,0,0,0,0,0,8,21,11,0,0.13213507,-0.86748546,0.704109647,0.529439199,0.083295423,0.548135867,0.067774144,0.321627507,0.538923986,-0.38002177,0.100663781,0.010133197,0,0
1183,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.381117829,0.606732953,8,32,0,0,0,0,0,0,9,22,9,0,0.134899806,-0.946269016,0.704109647,0.519989951,0.083047243,0.54606196,0.065103587,0.321627507,0.529391129,-0.321585385,0.099324809,0.009865418,0,0
1184,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.381117829,0.606732953,8,32,0,0,0,0,0,0,9,22,9,0,0.13550601,-0.973910893,0.704109647,0.517648752,0.083364721,0.539356025,0.067212939,0.321627507,0.527092423,-0.256284566,0.099328704,0.009866191,0,0
1185,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.381117829,0.617137404,8,32,0,0,0,0,0,0,9,21,10,0,0.141704903,-0.932536706,0.704109647,0.518974158,0.086814937,0.54606196,0.072415164,0.315351999,0.529142345,-0.374074545,0.1032349,0.010657444,0,0
1186,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.374644334,0.617137404,8,32,0,0,0,0,0,0,9,21,10,0,0.141704903,-0.926510326,0.704109647,0.519528061,0.088152916,0.548135867,0.073257381,0.315351999,0.529968666,-0.427560459,0.10467751,0.010957381,0,0
1187,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.374644334,0.626403071,8,32,0,0,0,0,0,0,9,19,12,0,0.153584774,-0.944767802,0.704109647,0.525248551,0.090420694,0.552765401,0.074428102,0.315351999,0.535968876,-0.525791623,0.106661128,0.011376596,0,0
1188,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.374644334,0.626431459,8,32,0,0,0,0,0,0,9,18,13,0,0.163698238,-0.858814629,0.75258814,0.530104584,0.093877282,0.552765401,0.075252826,0.315351999,0.542017818,-0.337864938,0.113015242,0.012772445,0,0
1189,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.374644334,0.626431459,8,32,0,0,0,0,0,0,9,18,13,0,0.167639736,-0.879938182,0.75258814,0.529949019,0.094671777,0.557529455,0.079396419,0.315351999,0.541924571,-0.333728708,0.113297299,0.012836278,0,0
1190,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.386834711,0.626431459,8,32,0,0,0,0,0,0,9,18,13,0,0.167639736,-0.858564298,0.75258814,0.530088602,0.093733223,0.557529455,0.079396419,0.315351999,0.541877787,-0.322161449,0.112417121,0.012637609,0,0
1191,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.386834711,0.626431459,8,32,0,0,0,0,0,0,9,18,13,0,0.167639736,-0.85426395,0.75258814,0.531180573,0.093847133,0.558811662,0.07855442,0.315351999,0.542887147,-0.335298866,0.112132303,0.012573653,0,0
1192,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.388516746,0.626431459,8,32,0,0,0,0,0,0,9,18,13,0,0.167639736,-0.855018258,0.75258814,0.532621498,0.094556882,0.559208139,0.078157943,0.315351999,0.544331777,-0.365818994,0.112300595,0.012611424,0,0
1193,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.390589399,0.626431459,8,32,0,0,0,0,0,0,8,19,13,0,0.167639736,-0.840840467,0.75258814,0.53426095,0.094224783,0.559862978,0.077503104,0.315351999,0.545809519,-0.37902766,0.111683786,0.012473268,0,0
1194,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.390589399,0.626431459,8,32,0,0,0,0,0,0,8,19,13,0,0.167639736,-0.899852861,0.75258814,0.536459825,0.093176049,0.559862978,0.077503104,0.315351999,0.547572368,-0.348894431,0.109755888,0.012046355,0,0
1195,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.388516746,0.626403071,8,32,0,0,0,0,0,0,9,19,12,0,0.204541975,-0.988900917,0.75258814,0.529763371,0.09549534,0.559208139,0.078157943,0.315351999,0.541154345,-0.254826971,0.11044816,0.012198796,0,0
1196,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.387143602,0.613864013,8,32,0,0,0,0,0,0,10,19,11,0,0.206610429,-1.053990237,0.75258814,0.523355478,0.097646831,0.557745203,0.080519767,0.315351999,0.535061228,-0.15472685,0.111308409,0.012389562,0,0
1197,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.386380209,0.613864013,8,32,0,0,0,0,0,0,11,17,12,0,0.217579074,-1.163063879,0.75258814,0.52241449,0.101406634,0.559208139,0.080519767,0.315351999,0.534673665,-0.157593205,0.113837728,0.012959028,0,0
1198,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.386380209,0.613864013,8,32,0,0,0,0,0,0,12,16,12,0,0.217579074,-1.183453752,0.75258814,0.522822594,0.102247711,0.559862978,0.080519767,0.315351999,0.535188381,-0.170302712,0.114381548,0.013083138,0,0
1199,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.386380209,0.613864013,8,32,0,0,0,0,0,0,12,16,12,0,0.217579074,-1.199383018,0.75258814,0.522791412,0.10282123,0.559862978,0.08344201,0.315351999,0.535221945,-0.16707924,0.11468073,0.01315167,0,0
1200,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.386380209,0.610377215,8,32,0,0,0,0,0,0,12,17,11,0,0.212736102,-1.159284385,0.75258814,0.516368072,0.099525146,0.559208139,0.078157943,0.315351999,0.528010223,-0.147381474,0.110266994,0.01215881,0,0
1201,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.386380209,0.601496003,8,32,0,0,0,0,0,0,12,19,9,0,0.207811599,-1.07984428,0.75258814,0.510536705,0.097195428,0.554047607,0.073443384,0.315351999,0.521764525,-0.064628391,0.107659149,0.011590492,0,0
1202,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.387143602,0.605541219,8,32,0,0,0,0,0,0,12,18,10,0,0.20885911,-1.118264261,0.75258814,0.512773172,0.098313564,0.559208139,0.073443384,0.315351999,0.524040262,-0.091481115,0.108082698,0.01168187,0,0
1203,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.388516746,0.605541219,8,32,0,0,0,0,0,0,11,19,10,0,0.203066299,-1.103553742,0.75258814,0.514836174,0.097760304,0.559862978,0.073443384,0.315351999,0.525877881,-0.105690526,0.107197293,0.01149126,0,0
1204,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.388516746,0.605541219,8,32,0,0,0,0,0,0,11,19,10,0,0.203066299,-1.186783194,0.75258814,0.513809969,0.1003106,0.566851077,0.073443384,0.315351999,0.525211388,-0.092941554,0.108840791,0.011846318,0,0
1205,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.388516746,0.603846088,8,32,0,0,0,0,0,0,11,19,10,0,0.203066299,-1.239672987,0.75258814,0.51478244,0.098576315,0.566851077,0.073443384,0.346685911,0.525673187,-0.037348404,0.106448759,0.011331338,0,0
1206,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.388516746,0.604257018,8,32,0,0,0,0,0,0,11,18,11,0,0.205760648,-1.286280176,0.75258814,0.516449339,0.099004207,0.574628676,0.073443384,0.367542174,0.527286381,-0.038220159,0.106353222,0.011311008,0,0
1207,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.387143602,0.603846088,8,32,0,0,0,0,0,0,12,18,10,0,0.20885911,-1.296827406,0.75258814,0.509919558,0.100902921,0.566851077,0.093971189,0.354409243,0.521241011,0.040288276,0.108047378,0.011674236,0,0
1208,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.386380209,0.601496003,8,32,0,0,0,0,0,0,13,18,9,0,0.207989599,-1.707113237,0.658817367,0.498866736,0.098749237,0.519452586,0.092668028,0.331936793,0.509478697,-0.119527771,0.103443331,0.010700523,0,0
1209,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.384207269,0.603846088,8,32,0,0,0,0,0,0,14,16,10,0,0.211215716,-1.737811795,0.658817367,0.498466446,0.10391995,0.526914795,0.089747336,0.331936793,0.510076025,-0.081179311,0.108206992,0.011708753,0,0
1210,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.382055207,0.603846088,8,32,0,0,0,0,0,0,14,15,11,0,0.214093184,-1.558823367,0.658817367,0.496138625,0.107545364,0.526914795,0.089747336,0.269452054,0.508902653,-0.182123448,0.113262417,0.012828375,0,0
1211,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.375585304,0.604257018,8,32,0,0,0,0,0,0,14,14,12,0,0.215674006,-1.522755476,0.658817367,0.494920277,0.111205022,0.531177946,0.089163785,0.269452054,0.508720721,-0.223572374,0.117688959,0.013850691,0,0
1212,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.375585304,0.605541219,8,32,0,0,0,0,0,0,14,13,13,0,0.217539302,-1.535988955,0.658817367,0.495738657,0.112192123,0.531297656,0.089746683,0.269452054,0.50972155,-0.222607648,0.118571678,0.014059243,0,0
1213,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.375585304,0.605541219,8,32,0,0,0,0,0,0,14,13,13,0,0.217539302,-1.51895439,0.658817367,0.495745354,0.11145287,0.529580079,0.09146426,0.269452054,0.509601207,-0.226672534,0.11802514,0.013929934,0,0
1214,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.382055207,0.605541219,8,32,0,0,0,0,0,0,14,13,13,0,0.216751685,-1.501169475,0.658817367,0.496229766,0.11075584,0.529580079,0.09146426,0.269452054,0.509925944,-0.231800462,0.117390322,0.013780488,0,0
1215,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.368132236,0.605541219,8,32,0,0,0,0,0,0,14,13,13,0,0.217485768,-1.51560769,0.658817367,0.496043474,0.111587762,0.529580079,0.093634588,0.269452054,0.509940082,-0.226780938,0.118236031,0.013979759,0,0
1216,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.368132236,0.605541219,8,32,0,0,0,0,0,0,14,13,13,0,0.218023784,-1.525184994,0.658817367,0.495858327,0.112111885,0.529580079,0.093634588,0.269452054,0.509882973,-0.223619384,0.118765167,0.014105165,0,0
1217,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.368132236,0.615341747,8,32,0,0,0,0,0,0,14,13,13,0,0.215010274,-1.520186277,0.658817367,0.496524113,0.112138387,0.529580079,0.093634588,0.269452054,0.510539102,-0.225760504,0.118802274,0.01411398,0,0
1218,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.368132236,0.615780302,8,32,0,0,0,0,0,0,14,12,14,0,0.218423557,-1.490489162,0.695613756,0.499333154,0.114956083,0.529580079,0.100903463,0.269452054,0.514046849,-0.177556931,0.122108822,0.014910564,0,0
1219,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.368132236,0.617543959,8,32,0,0,0,0,0,0,14,11,15,0,0.225883591,-1.503869369,0.695613756,0.500477227,0.116326408,0.529580079,0.10911744,0.269452054,0.51546864,-0.16851589,0.123411764,0.015230463,0,0
1220,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.368132236,0.620643539,8,32,0,0,0,0,0,0,14,10,15,1,0.228327469,-1.194690717,0.804213791,0.509073754,0.123445062,0.581516249,0.117329091,0.269452054,0.526049166,-0.020314839,0.132558058,0.017571639,0,0
1221,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.368132236,0.623139503,8,32,0,0,0,0,0,0,14,9,15,2,0.229804972,-0.777473572,0.870474457,0.519458033,0.130237118,0.584881422,0.117329091,0.269452054,0.538991164,0.165545478,0.143787435,0.020674826,0,0
1222,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.368132236,0.623139503,8,32,0,0,0,0,0,0,14,10,14,2,0.226438361,-0.721250514,0.870474457,0.516789042,0.128735399,0.581516249,0.117329091,0.269452054,0.53621073,0.221972509,0.143007109,0.020451033,0,0
1223,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.368132236,0.623139503,8,32,0,0,0,0,0,0,14,10,14,2,0.226438361,-0.698078549,0.870474457,0.514989057,0.12773545,0.552616914,0.119687497,0.269452054,0.534439223,0.254052491,0.142869011,0.020411554,0,0
1224,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.368132236,0.623139503,8,32,0,0,0,0,0,0,15,9,14,2,0.226438361,-0.668170617,0.870474457,0.513709245,0.126772777,0.534113473,0.122693883,0.269452054,0.533122289,0.277631863,0.14255591,0.020322187,0,0
1225,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.370021863,0.623139503,8,32,0,0,0,0,0,0,14,10,14,2,0.22294387,-0.633599255,0.870474457,0.519200922,0.124406933,0.561140414,0.098930897,0.269452054,0.538015503,0.201035832,0.141035754,0.019891084,0,0
1226,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.38721498,0.623289831,8,32,0,0,0,0,0,0,13,11,14,2,0.223482263,-0.594475532,0.870474457,0.524963585,0.121751762,0.573539688,0.084227443,0.269452054,0.543221229,0.124661768,0.13965149,0.019502539,0,0
1227,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.394840881,0.623289831,8,32,0,0,0,0,0,0,12,13,13,2,0.222673924,-0.451704988,0.870474457,0.525504461,0.117404272,0.555234921,0.096920886,0.269452054,0.54301222,0.157583983,0.136774749,0.018707332,0,0
1228,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.396958235,0.623139503,8,32,0,0,0,0,0,0,11,15,12,2,0.220269363,-0.259461586,0.870474457,0.523906314,0.11249659,0.542835647,0.09245315,0.269452054,0.540524275,0.240617828,0.132998745,0.017688666,0,0
1229,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.396958235,0.620643539,8,32,0,0,0,0,0,0,11,16,11,2,0.2171402,-0.069667262,0.870474457,0.521828603,0.108540217,0.536167544,0.092949312,0.269452054,0.53782065,0.310600684,0.130176652,0.016945961,0,0
1230,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.396958235,0.620643539,8,32,0,0,0,0,0,0,11,17,10,2,0.2171402,0.011544504,0.870474457,0.523447489,0.104292385,0.536167544,0.092949312,0.288820075,0.538232575,0.474231054,0.125287794,0.015697031,0,0
1231,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.396958235,0.618949176,8,32,0,0,0,0,0,0,11,18,9,2,0.205592169,0.147143565,0.870474457,0.524262735,0.100213411,0.536167544,0.092949312,0.366779316,0.537990926,0.641704472,0.12075935,0.014582821,0,0
1232,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.398060944,0.615341747,8,32,0,0,0,0,0,0,10,20,8,2,0.194223049,0.22006187,0.870474457,0.523966359,0.099221958,0.536167544,0.092949312,0.366779316,0.53751467,0.665606729,0.119921955,0.014381275,0,0
1233,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.398060944,0.615341747,8,32,0,0,0,0,0,0,10,20,8,2,0.194223049,0.207809242,0.870474457,0.523912951,0.099441337,0.536167544,0.092949312,0.366779316,0.537497836,0.662114339,0.12007974,0.014419144,0,0
1234,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.396958235,0.615341747,8,32,0,0,0,0,0,0,10,20,8,2,0.193761835,0.210780391,0.870474457,0.52377008,0.099436978,0.536167544,0.092949312,0.366779316,0.537362921,0.663011876,0.120099176,0.014423812,0,0
1235,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.396958235,0.612778331,8,32,0,0,0,0,0,0,10,20,8,2,0.193761835,0.203199457,0.870474457,0.5222014,0.100636951,0.536167544,0.092194969,0.314543637,0.536231621,0.596339125,0.121860776,0.014850049,0,0
